SeniorCitizen,tenure,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaymentMethod,MonthlyCharges,TotalCharges,gender_Female,gender_Male,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,PhoneService_Yes,PhoneService_No,PaperlessBilling_Yes,PaperlessBilling_No
0.0,0.013888888888888888,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.06296851574212894,0.16866850702075414,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.8194444444444444,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.6666666666666666,0.8800599700149927,0.9124553716339708,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.6388888888888888,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.013993003498250917,0.5305910137080373,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.0,0.027777777777777776,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.5602198900549726,0.30139521541685793,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.027777777777777776,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.5092453773113444,0.3016245389496668,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.027777777777777776,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.6666666666666666,0.6531734132933533,0.2941448189891914,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.5694444444444444,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.6666666666666666,0.7081459270364818,0.7891093181131577,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.9555222388805598,0.9793907052054971,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.0,0.29166666666666663,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.6666666666666666,0.7556221889055473,0.6559532953747712,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.625,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.3333333333333333,0.7646176911544229,0.8206626744166071,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.19444444444444442,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.007996001999000524,0.3665609556763622,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.0,0.06944444444444445,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.01149425287356326,0.2746532747549732,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.013888888888888888,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.015492253873063494,0.1566923398512222,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.611111111111111,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.06146926536731637,0.5429480570760492,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,0.013888888888888888,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.5557221389305348,0.243369364247147,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.3333333333333333,0.37631184407796114,0.5940558445503639,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,0.2222222222222222,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5307346326836582,0.5658236085751732,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.4722222222222222,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.019490254872563728,0.49035214313191255,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,0.41666666666666663,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.6666666666666666,0.8255872063968017,0.7401246297247301,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
0.0,0.875,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.059470264867566236,0.6169680325529311,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,0.041666666666666664,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,1.0,0.4652673663168416,0.33844893327057946,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.40277777777777773,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.3333333333333333,0.798600699650175,0.7371916569014714,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.2638888888888889,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.6666666666666666,0.4187906046976513,0.583433827375318,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
0.0,0.9444444444444444,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.6666666666666666,0.3568215892053973,0.788744448998993,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
0.0,0.8472222222222222,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.709145427286357,0.8715607328603145,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.5555555555555556,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.01899050474762623,0.511587304808628,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.041666666666666664,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.10944527736131934,0.2590357613331196,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0,0.4722222222222222,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.6666666666666666,0.2613693153423289,0.6015770290542509,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1.0,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,0.3333333333333333,0.5862068965517242,0.8755688307923802,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.06944444444444445,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.6666666666666666,0.6656671664167917,0.4194574294092938,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.38888888888888884,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.6666666666666666,0.6231884057971016,0.681555788495169,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.0,0.8472222222222222,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.41079460269865076,0.783787130173485,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,0.9305555555555555,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.7006496751624188,0.8978762364739645,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.18055555555555555,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.6666666666666666,0.46026986506746637,0.5204864238685805,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.0,0.4861111111111111,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,1.0,0.4247876061969016,0.6628928316654036,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.041666666666666664,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.024987506246876567,0.21644059192511955,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.3333333333333333,0.8625687156421791,0.9631760439810312,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.5833333333333333,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.41429285357321344,0.6980489137943872,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,0.7222222222222222,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.9200399800099952,0.8948326927062071,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,0.5555555555555556,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,0.8045977011494254,0.8083603660198542,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,0.6388888888888888,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.3333333333333333,0.7651174412793604,0.828041564918832,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5617191404297852,0.7169378035344162,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.01799100449775115,0.6086608011933247,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.1388888888888889,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.6666666666666666,0.3553223388305847,0.46131336548555885,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,0.2777777777777778,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.549225387306347,0.6040832196627702,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.7638888888888888,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.5702148925537233,0.8194979457985672,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.0,0.7638888888888888,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.3333333333333333,0.503248375812094,0.7957812372775559,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.0,0.7083333333333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.3333333333333333,0.7161419290354822,0.8379166598231236,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.19444444444444442,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.3333333333333333,0.709145427286357,0.5714655366406739,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.0,0.736111111111111,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.015492253873063494,0.5483318397851772,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,0.6666666666666666,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.6666666666666666,0.8025987006496752,0.8444792391065543,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.3472222222222222,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.0,0.16341829085457268,0.5146803219033872,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0,0.75,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.01699150424787607,0.5546696684173443,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,0.08333333333333333,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.8120939530234884,0.4528043265415353,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.861111111111111,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.20289855072463772,0.6910379162887859,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,0.2222222222222222,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.6666666666666666,0.40679660169915044,0.5445532855798487,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.4722222222222222,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.6666666666666666,0.8760619690154923,0.7781208768481009,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,1.0,0.455272363818091,0.5445688117858193,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,0.4305555555555555,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.3333333333333333,0.6111944027986007,0.6966100171444676,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.5138888888888888,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.7246376811594204,0.7675835563266297,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.1111111111111111,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.019990004997501254,0.2965848401062407,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,0.41666666666666663,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.3333333333333333,0.7176411794102949,0.7120133754436933,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.20833333333333331,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.3698150924537732,0.5243567349458818,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.8888888888888888,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.3333333333333333,0.4742628685657173,0.82636667487667,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.19444444444444442,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.30084957521239386,0.4795499818007405,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.1388888888888889,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.2728635682158921,0.43857479868028587,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.8888888888888888,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.3333333333333333,0.8530734632683659,0.9265576918227181,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.9305555555555555,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.3333333333333333,0.16991504247876069,0.708067139557994,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0,0.5416666666666666,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.3333333333333333,0.8120939530234884,0.7913516363051758,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.0,0.013888888888888888,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.27586206896551724,0.20814227184261763,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.9305555555555555,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.00749625187406297,0.5697552918101313,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,0.16666666666666666,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.6666666666666666,0.7936031984007996,0.5501172410290137,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.027777777777777776,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.5717141429285358,0.3004408052806277,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.027777777777777776,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.5197401299350326,0.29917941829047134,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.125,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.6666666666666666,0.7566216891554224,0.5169587389968895,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.06944444444444445,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.06246876561719142,0.26826787040892763,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
0.0,0.2222222222222222,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5267366316841581,0.5719801954967928,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.7261369315342329,0.930131377264583,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.05555555555555555,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.001499250374812633,0.2534695137796836,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,0.6527777777777778,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.6666666666666666,0.7736131934032984,0.8263110449001304,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.0,0.027777777777777776,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.26686656671664166,0.25025414148270486,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.06944444444444445,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.00749625187406297,0.25525950999655145,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.6356821589205398,0.8941078964395933,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,0.8194444444444444,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.3333333333333333,0.6421789105447278,0.8523300646578267,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.013888888888888888,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0049975012493753135,0.1537819640365714,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,0.125,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.502248875562219,0.4638485579067115,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.013888888888888888,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.01149425287356326,0.15559642660290737,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,0.9027777777777777,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.6666666666666666,0.8675662168915543,0.9411481313760107,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.0,0.9305555555555555,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.5637181409295352,0.8601145119919513,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.75,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.11694152923538234,0.6222054731534195,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,0.041666666666666664,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.6666666666666666,0.6656671664167917,0.36356090900759486,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.8333333333333333,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.6666666666666666,0.8595702148925539,0.9157414766180426,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.013888888888888888,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0049975012493753135,0.1537819640365714,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
